no,kios,district,name,location,address,rests,lat,lon,new,type,newtype
37,37,서구, 수정타운아파트앞,"수정타운 아파트 
쪽문 앞 육교 버스정류장 앞", 서구 둔산동 1515 ,13,36.357915,127.397638,기존,주거지,기존주거지
38,38,서구, 갑천역 1번출구,갑천역 1번 출구, 서구 월평동 1534,13,36.354558,127.35479,기존,주거지,기존주거지
39,39,서구, 패션월드 앞,성심병원 맞은 편, 서구 월평1동 1498,13,36.351205,127.351928,기존,주거지,기존주거지
40,40,서구, 월평타운 앞,맞은편, 서구 월평동 1543,13,36.353767,127.359323,기존,주거지,기존주거지
41,41,서구, 대전일보 앞,육교 앞, 서구 월평동 16-2(41-3),13,36.35362,127.363193,기존,주거지,기존주거지
42,42,서구, 갈마1동 주민센터 앞,, 서구 갈마동 292-20,12,36.353422,127.367895,기존,주거지,기존주거지
43,43,서구,둔산여고 앞,"둔산여고 정문 
맞은편", 서구 둔산동 1526,13,36.353331,127.374415,기존,주거지,기존주거지
44,44,서구, 을지대학병원 앞,"을지대학병원 정문
버스정류장 앞", 서구 둔산동 1542,13,36.354493,127.382811,기존,주거지,기존주거지
45,45,서구, 청솔아파트앞,"청솔아파트 정문 
버스정류장 앞", 서구 둔산동 2161,13,36.35137,127.398314,기존,주거지,기존주거지
46,46,서구, 경성큰마을 앞,아웃백 앞 버스정류장/계룡로 사거리, 서구 갈마동 1438,13,36.344785,127.379289,기존,주거지,기존주거지
47,47,서구, 오페라웨딩홀 앞,오페라웨딩홀 맞은 편/ BYC 버스정류장 앞, 서구 둔산동 1257,12,36.348388,127.383141,기존,주거지,기존주거지
48,48,서구, 대전종합고용지원센터,탄방역 방향, 서구 탄방동 1453-1,12,36.346582,127.385707,기존,주거지,기존주거지
49,49,서구, 한국농어촌공사 앞,"엘지전자 앞/
한가람아파트 사이", 서구 탄방동 735,12,36.347204,127.390034,기존,주거지,기존주거지
50,50,서구, 한가람아파트 앞,"한가람아파트,한양아파트 6동 앞", 서구 탄방동 1447,12,36.348151,127.390487,기존,주거지,기존주거지
51,51,서구, 남선공원종합체육관 앞,남선공원체육관 입구 버스정류장 앞, 서구 탄방동 1458,10,36.347986,127.398035,기존,공원,기존공원
52,52,서구, 유승기업사 앞,유승기업사 버스정류장 앞, 서구 탄방동 521-2,12,36.343476,127.381142,기존,주거지,기존주거지
53,53,서구, 탄방지하차도 앞,개나리아파트 쪽/메이져타운 버스정류장 앞, 서구 탄방동 1452,12,36.342719,127.384753,기존,주거지,기존주거지
54,54,유성구, 궁동네거리,"충대 후문 쪽/ 유성 하이마트,드림월드 아파트 맞은편", 유성구 장대동 312-3,13,36.365025,127.338651,기존,주거지,기존주거지
55,55,유성구, 충대정문오거리 1,충대 정문 앞/ 지하차도 위 버스정류장 앞/월드컵 경기장 방향, 유성구 궁동 258-8,20,36.362446,127.344131,기존,주거지,기존주거지
56,56,유성구, 충대정문(장대네거리),충대 정문 맞은편/뚜레주르 앞," 유성구 궁동 376-1
 (유성구 장대동 331-5)",18,36.361736,127.344994,기존,주거지,기존주거지
57,57,유성구, 한진오피스텔 앞,新한진오피스텔 앞, 유성구 봉명동 535-5,13,36.357928,127.342792,기존,주거지,기존주거지
58,58,유성구, 구암역 3번출구,구암역 3번 출구, 유성구 구암동 96-9,13,36.356429,127.331122,기존,주거지,기존주거지
59,59,유성구, 유성온천역 6번출구,유성 피자헛 앞, 유성구 봉명동 552-5,10,36.354262,127.341502,기존,주거지,기존주거지
60,60,유성구, 유성온천역 3번출구,"CJ나인파크 앞/ 
도안동 방향", 유성구 봉명동 326-95,13,36.353299,127.341132,기존,주거지,기존주거지
61,61,유성구, 만년교 앞,레전드삼거리맞은편, 유성구 봉명동 328-22,16,36.35213,127.346011,기존,주거지,기존주거지
62,62,유성구, 도안휴먼시아 1단지 앞,도안1단지 입구 105동  , 도안휴먼시아 105동앞,10,36.350259,127.340585,기존,주거지,기존주거지
63,63,유성구, 상대초교 앞,상대초교 정문 옆, 유성구 상대동 138-67,13,36.348384,127.335775,기존,주거지,기존주거지
64,64,유성구, 목련 1단지 앞,생명과학고 정문과 목련 1단지 아파트 사이," 유성구 구암동 29-5
 (유성구 상대동 425-9)",13,36.34828,127.330728,기존,주거지,기존주거지
65,65,유성구, 센트럴시티,봉명중학교 앞," 유성구 봉명동 359
 (유성구 봉명동 385-1)",15,36.348254,127.344085,기존,주거지,기존주거지
66,66,유성구, 휴먼시아 6단지 앞,"베스킨라빈스,롯데리아 앞/국민은행 옆", 유성구 상대동 7-1,11,36.345705,127.340362,기존,주거지,기존주거지
67,67,유성구, 한라비발디 앞,한라비발디(도안3단지) 입구," 유상구 상대동 233-4
 (유성구 상대동 173)",15,36.345334,127.335073,기존,주거지,기존주거지
68,68,유성구, 신안인스빌리베라 앞,공원사거리, 유성구 원신흥동 204-8,13,36.342508,127.346724,기존,주거지,기존주거지
69,69,유성구, 트리플시티 앞,"트리플시티 
920동앞"," 유성구 상대동 72-3
 (유성구 상대동 72-5)",13,36.342793,127.337476,기존,주거지,기존주거지
70,70,유성구, 도안휴먼시아 10단지 앞,도안휴먼시아 10단지 맞은편 삼거리 앞,"유성구 원신흥동 410-6
(유성구 원신흥동 
183-2)",14,36.338048,127.338356,기존,주거지,기존주거지
71,71,대덕구, 대전지방국세청 앞,대전지방국세청 버스정류장 앞, 대덕구 법동 186,12,36.37217,127.427469,기존,주거지,기존주거지
72,72,대덕구, 대전동부경찰서 앞,보람아파트 113동 버스정류장 앞, 대덕구 법동 212,12,36.371626,127.428988,기존,주거지,기존주거지
73,73,대덕구, 대전중앙병원 앞,"현대 자동차,SC제일은행 앞/보람아파트 101동 맞은편", 대덕구 법동 285-3,10,36.36719,127.428883,기존,주거지,기존주거지
74,74,대덕구, 대전중리시장 앞,중리시장 맞은 편/중리 주공아파트1단지 앞, 대덕구 중리동 370-24,12,36.366555,127.426482,기존,주거지,기존주거지
75,75,대덕구, 보람아파트앞,맞은 편 알파문구, 대덕구 법동 202-4,12,36.367574,127.430806,기존,주거지,기존주거지
76,76,대덕구, 선비마을 입구,선비마을 입구 버스정류장, 대덕구 송촌동 446-3,12,36.367246,127.442093,기존,주거지,기존주거지
77,77,대덕구, 선비마을 3단지 앞,선비마을 3단지 버스 정류장, 대덕구 송촌동 461-2,12,36.36836,127.440312,기존,주거지,기존주거지
78,78,대덕구, 중리동,"장안 외과 맞은편/중리네거리에서 신탄진,국세청 방향직진", 대덕구 중리동 107-8,12,36.363177,127.431284,기존,주거지,기존주거지
79,79,대덕구, 수도시설관리사업소 앞,수도시설관리사업소 버스정류장 앞, 대덕구 중리동 118-12,12,36.362092,127.434465,기존,주거지,기존주거지
80,80,대덕구, 송촌소방서앞,송촌소방서 버스정류장 앞, 대덕구 송촌동 539,12,36.363617,127.441809,기존,주거지,기존주거지
81,81,대덕구, 동춘당공원,동춘당 공원 버스정류장 앞, 대덕구 송촌동 192-2,14,36.364663,127.440966,기존,공원,기존공원
82,82,대덕구, 선비마을 5단지 앞,선비마을5단지 버스정류장 앞, 대덕구 송촌동 510,12,36.36684,127.445945,기존,주거지,기존주거지
83,83,중구, 유평초등학교 앞,유평초등학교 후문 버스정류장 앞/ 유등마을 아파트 112동 맞은편, 중구 태평동 254-15,12,36.330503,127.398008,기존,주거지,기존주거지
84,84,중구, 강남한의원 앞,강남한의원 버스정류장 앞, 중구 태평2동 409-21,12,36.326242,127.392813,기존,주거지,기존주거지
85,85,중구, 태평1동 주민센터 앞,태평 1동 주민센터 버스정류장 앞, 중구 태평동 331-41,12,36.326129,127.396967,기존,주거지,기존주거지
86,86,중구, 삼부프라자 앞,삼부프라자 앞, 중구 태평2동 395-1,12,36.323268,127.393631,기존,주거지,기존주거지
87,87,중구, 쌍용예가아파트앞,쌍용예가아파트 정문 앞, 중구 유천동 198-15,14,36.322555,127.39745,기존,주거지,기존주거지
88,88,중구, 태평초등학교 앞,삼부아파트6동 건너편/현암 에버드림아파트 복합상가 앞, 중구 유천동 319-1,12,36.322041,127.395508,기존,주거지,기존주거지
89,89,중구, 버드내초등학교 앞,버드내아파트 201동 앞, 중구 태평동 422-33,12,36.319017,127.392056,기존,주거지,기존주거지
90,90,중구, 유등교,버드내아파트 101동 버스정류장 앞, 중구 유천동 338-13,12,36.315687,127.387821,기존,주거지,기존주거지
91,91,중구, 버드내네거리,유천동 하이마트에서 세이 방향/SK주유소 맞은편 버스정류장 (해물탕식당), 중구 유천동 306-18,10,36.316915,127.392467,기존,주거지,기존주거지
92,92,중구, 서대전농협,유천동 서대전농협 앞, 중구 유천동 308-7,12,36.3179,127.394698,기존,주거지,기존주거지
93,93,중구, 서대전육교 앞,유천동 벽산 프라자 맞은편/ 기아모터스 앞, 중구 유천동 186-7,12,36.318994,127.400953,기존,주거지,기존주거지
94,94,동구, 미리내아파트앞,판암 기아자동차 버스정류장 앞, 동구 판암동 451-10,12,36.316962,127.454608,기존,주거지,기존주거지
95,95,동구, 판암역 1번출구,판암역 1번출구, 동구 판암동 323-2,12,36.316915,127.459173,기존,주거지,기존주거지
96,96,동구, 판암역 4번출구,판암역 4번출구, 동구 판암동 303-25,12,36.317217,127.45905,기존,주거지,기존주거지
97,97,동구, 가오고등학교 앞,동구청 맞은 편, 동구 가오동 465,11,36.310388,127.455611,기존,주거지,기존주거지
98,98,동구, 은어송마을입구,가오 주공아파트 부근/신협 가오점 옆, 동구 가오동 217-4,12,36.305423,127.454544,기존,주거지,기존주거지
99,99,동구, 홈플러스(가오점 건너편),가오동 홈플러스 건너편, 동구 가오동 644,13,36.306694,127.456829,기존,주거지,기존주거지
100,100,동구, 홈플러스(가오점),가오동 홈플러스 앞, 동구 가오동 552,12,36.306988,127.457129,기존,주거지,기존주거지
101,101,동구, 은어송마을 4단지 앞,은어송마을 4단지앞/3단지 맞은편, 동구 가오동 555,12,36.310061,127.461458,기존,주거지,기존주거지
102,102,동구, 은어송마을 2단지 앞,은어송마을2단지앞/은어송마을풍림아이원아파트 맞은편, 동구 대성동 130-1,9,36.303717,127.457698,기존,주거지,기존주거지
103,103,동구, 남부평생교육문화센터,남부평생교육문화센터 앞, 동구 가오동 559-1,15,36.30407,127.458916,기존,주거지,기존주거지
104,104,유성구,중앙과학관,"국립 중앙 과학관 
내부", 유성구 가정동 54-4,10,36.375232,127.378133,기존,주거지,기존주거지
105,105,유성구,카이스트 서쪽 쪽문,"카이스트 서쪽 
쪽문", 카이스트 서쪽 쪽문,15,36.364177,127.358845,기존,주거지,기존주거지
106,106,유성구,카이스트 다솜관,카이스트 다솜관, 카이스트 다솜관,15,36.367989,127.356852,기존,주거지,기존주거지
107,107,유성구,카이스트 세종관,카이스트 세종관, 카이스트 세종관,15,36.370768,127.366645,기존,주거지,기존주거지
108,108,유성구,목원대,목원대 정문 500m, 유성구 용계동 664-4,15,36.331955,127.337932,기존,주거지,기존주거지
109,109,서구,서부농협본점 ,"롯데백화점 맞은편/금성백조,풍전삼계탕 앞 버스정류장", 서구 탄방동 1455,15,36.342378,127.387671,기존,주거지,기존주거지
110,110,서구,용문4가,용문 신협/용문역3번 출구 버스정류장, 서구 용문동 594-10,9,36.337569,127.392091,기존,주거지,기존주거지
111,111,서구,순복음 교회(수침교 앞),수침교 부근 대전 순복음 교회/구 서부경찰서 부근, 서구 용문동 249-11,13,36.335726,127.396603,기존,주거지,기존주거지
112,112,서구,나르메아파트길건너,레미안@115동116동 맞은편 버스정류장/가톨릭 정형외과 앞, 서구 가장동 45-8,15,36.331931,127.385353,기존,주거지,기존주거지
113,113,서구,가장교(성은사 앞),GS LPG 주유소 버스정류장, 서구 가장동 31-7,13,36.328502,127.388001,기존,주거지,기존주거지
114,114,중구,태평동성당,태평중학교 후문/호암 웨딩홀 맞은편/토들러 어학원 앞 버스정류장, 중구 태평동 346-1,13,36.329742,127.396777,기존,주거지,기존주거지
115,115,동구,한전건너편,,동구 용전동 45-1,13,36.357491,127.434317,기존,주거지,기존주거지
116,116,동구,홈플러스(동대전),,동구 용전동 51-17,13,36.35394,127.434754,기존,주거지,기존주거지
117,117,동구,동부네거리,,동구 용전동 111-26,13,36.350417,127.440376,기존,주거지,기존주거지
118,118,동구,복합터미널,,동구 용전동 143-16,13,36.348576,127.435076,기존,주거지,기존주거지
119,119,동구,용전동 천주교회앞,,동구 용전동 144-1,13,36.34952,127.432759,기존,주거지,기존주거지
120,120,동구,한국통신 용전지점 앞,,동구 용전동 167-20,13,36.353089,127.43219,기존,주거지,기존주거지
121,121,동구,용전동 주민센터 건너,,동구 용전동 44-2,12,36.357427,127.433048,기존,주거지,기존주거지
122,122,대덕구,한남대후문 입구,,대덕구 중리동 231-5,13,36.359669,127.431911,기존,주거지,기존주거지
123,123,대덕구,대덕경찰서앞,,대덕구 문평동 83-2번지,12,36.44694,127.406398,기존,주거지,기존주거지
124,124,대덕구,목상동주민센터앞,,대덕구 목상동 185-1번지,12,36.448472,127.412412,기존,주거지,기존주거지
125,125,대덕구,엑슬루타워 앞,,대덕구 석봉동 336번지,10,36.449253,127.420131,기존,주거지,기존주거지
126,126,대덕구,신탄진 주민센터옆,,대덕구 신탄진동 120-1번지,10,36.451985,127.42887,기존,주거지,기존주거지
127,127,대덕구,신탄진역 앞,,대덕구 신탄진동 147-6번지,13,36.448623,127.429218,기존,주거지,기존주거지
128,128,대덕구,과선교버스정류장,,대덕구 평촌동 264-64번지,13,36.443126,127.429411,기존,주거지,기존주거지
129,129,대덕구,신탄진고 4가,,대덕구 신탄진동 149-6번지,12,36.448472,127.435817,기존,주거지,기존주거지
130,130,대덕구,용정초등학교앞,,대덕구 신탄진동 52-1번지,13,36.45389,127.436737,기존,주거지,기존주거지
131,131,대덕구,에코공원앞,,대덕구 신탄진동 산1-7번지,12,36.448772,127.444365,기존,공원,기존공원
132,132,대덕구,삼정3가,,대덕구 삼정동 산27-4번지,13,36.444265,127.434191,기존,공원,기존공원
133,133,중구,오룡역7번출구,,중구 오류동 113-1번지,13,36.322562,127.411996,기존,주거지,기존주거지
134,134,중구,중도일보사 앞,,중구 오류동 175-3번지,10,36.326058,127.407828,기존,주거지,기존주거지
135,135,중구,서대전역네거리(삼성디지털 프라자),,중구 오류동 168-7번지,13,36.320277,127.405811,기존,주거지,기존주거지
136,136,중구,중구청역4번출구(중구청의회),,중구 대흥동 499-1번지,12,36.32549,127.420018,기존,주거지,기존주거지
137,137,중구,센트럴파크 302동 앞,,중구 문화동 1-256번지,13,36.31838,127.411655,기존,주거지,기존주거지
138,138,중구,센트럴파크 105동 앞,,중구 문화동 284-168번지,13,36.316476,127.407345,기존,주거지,기존주거지
139,139,중구,서대전지하철3번출구(대순진리회),,중구 오류동 152-5번지,13,36.3223,127.411634,기존,공원,기존공원
140,140,중구,대전시민대학 정문,,중구 선화동 287-2번지,16,36.326784,127.419699,기존,주거지,기존주거지
141,141,중구,대전 세무서앞,,중구 선화동 184-1번지,13,36.330883,127.419077,기존,주거지,기존주거지
142,142,중구,참좋은APT 가자주류대전,,중구 선화동 83-1번지,13,36.331845,127.422864,기존,주거지,기존주거지
143,143,중구,중앙로역3번출구(궁죽본점앞),,중구 대흥동 198-1번지,13,36.328029,127.426174,기존,주거지,기존주거지
144,144,유성구,타슈 관제센터,,유성구 원촌동 76-1,11,36.389376,127.409729,기존,공원,기존공원
145,145,유성구,호반 베르디움 (201동 앞),,유성구 봉명동 972,,36.349293,127.347636,기존,주거지,기존주거지
146,146,서구,호반 베르디움(101동 앞),,서구 가수원동 394,,36.312159,127.346916,기존,주거지,기존주거지
147,147,서구,계룡 리슈빌 1704동,,서구 도안동 1370,,36.316467,127.345838,기존,주거지,기존주거지
148,148,유성구,금성 백조 (701동 앞),,유성구 봉명동 1038-1,,36.348253,127.344402,기존,주거지,기존주거지
149,149,유성구,트리플시티5단지,,유성구 상대동 495,,36.345422,127.338914,기존,주거지,기존주거지
150,150,서구,우미린(106동 앞),,서구 가수원동 1363,,36.312425,127.349924,기존,주거지,기존주거지
151,151,동구,우송대 입구,,동구 자양동 58-12,,36.337178,127.447854,기존,주거지,기존주거지
152,152,동구,대전역,,동구 중앙동 17-1,,36.332319,127.432489,기존,주거지,기존주거지
153,153,동구,대동역,,동구 대동 148-112,,36.329943,127.442342,기존,주거지,기존주거지
154,154,대덕구,한남오거리,,대덕구 오정동 731,,36.350197,127.415616,기존,주거지,기존주거지
155,155,대덕구,오정동 운암빌딩 옆,,대덕구 오정동 61-13,,36.358786,127.411271,기존,주거지,기존주거지
156,156,중구,중촌네거리,,중구 중촌동 398-14,,36.336204,127.414963,기존,주거지,기존주거지
157,157,중구,중촌초 건너편,,중구 중촌동 462,,36.340721,127.411047,기존,주거지,기존주거지
158,158,유성구,대덕연구단지 전자통신연구원,,유성구 가정동 160-2,,36.384258,127.368237,기존,상업지구,기존상업지구
159,159,유성구,연구단지네거리,,유성구 도룡동 393-2,,36.385628,127.376854,기존,주거지,기존주거지
160,160,유성구,연구단지운동장 건너편,,유성구 신성동 108-2,,36.385637,127.35364,기존,주거지,기존주거지
161,161,유성구,연구단지 KT_G 건너편,,유성구 신성동 산 19-3,,36.385048,127.349101,기존,주거지,기존주거지
162,162,유성구,송강체육관 앞,,유성구 송강동 200-2,,36.432123,127.386968,기존,주거지,기존주거지
163,163,유성구,송강초등학교 앞,,유성구 송강동 199,,36.43308,127.384005,기존,주거지,기존주거지
164,164,유성구,관평동 롯데마트,,유성구 관평동 1286,,36.429198,127.391811,기존,주거지,기존주거지
165,165,유성구,관평동 배울네거리,,유성구 관평동 912,,36.42216,127.387813,기존,주거지,기존주거지
166,166,동구,인동 사거리,,동구 인동 116-18,,36.322227,127.437989,기존,주거지,기존주거지
167,167,동구,원동 사거리,,동구 원동 36-1,,36.327271,127.434649,기존,주거지,기존주거지
168,168,동구,성남 사거리,,동구 성남동 50-1,,36.340981,127.435447,기존,주거지,기존주거지
169,169,동구,삼성 사거리,,동구 삼성동 112-1,,36.335942,127.429834,기존,주거지,기존주거지
170,170,중구,대전고 오거리,,중구 대흥동 320-2,,36.322048,127.424027,기존,주거지,기존주거지
171,171,중구,대흥 사거리,,중구 대흥동 173-5,,36.323654,127.428506,기존,주거지,기존주거지
172,172,중구,부사 사거리,,중구 부사동 129-5,,36.313433,127.433876,기존,주거지,기존주거지
173,173,서구,무지개 아파트,,서구 월평동 298,,36.358187,127.376935,기존,주거지,기존주거지
174,174,서구,가수원 우체국,,서구 가수원동 764-11,,36.304697,127.352967,기존,주거지,기존주거지
175,175,서구,건양대 사거리,,서구 관저동 999,,36.303332,127.338936,기존,주거지,기존주거지
176,176,서구,관저2 주민센터,,서구 관저동 1104,,36.29926,127.335194,기존,주거지,기존주거지
177,177,서구,관저1 주민센터,,서구 관저동 999-3,,36.303845,127.337343,기존,주거지,기존주거지
178,178,유성구,노은역,,유성구 지족동 901-5,,36.374459,127.31843,기존,주거지,기존주거지
179,179,유성구,반석역,,유성구 반석동 694,,36.391222,127.314863,기존,주거지,기존주거지
180,180,유성구,전민동 주민센터 건너편,,유성구 전민동 304-5,,36.399371,127.401813,기존,주거지,기존주거지
181,181,유성구,전민동 엑스포4단지 건너편,,유성구 전민동 385-8,,36.396973,127.404589,기존,주거지,기존주거지
182,182,유성구,한밭대입구,,유성구 덕명동 16-1,,36.349362,127.301992,기존,주거지,기존주거지
183,183,유성구,현충원역,,유성구 구암동 424-67,,36.359706,127.320402,기존,주거지,기존주거지
184,184,대덕구,오정우체국,,대덕구 오정동 432-4,,36.352593,127.415718,기존,주거지,기존주거지
185,185,대덕구,비래동 산림조합,,대덕구 비래동 123-7,,36.355027,127.447314,기존,주거지,기존주거지
186,186,서구,한밭수목원-2,,서구 만년동 396,,36.367502,127.388022,기존,공원,기존공원
187,187,유성구,양우건설 내안애,,유성구 원신흥동 485-3,,36.344243,127.347224,기존,주거지,기존주거지
188,188,서구,구봉초교 건너,,서구 관저동 1147,,36.298659,127.329703,기존,주거지,기존주거지
189,189,유성구,원내동 샘물타운,,유성구 원내동 349,,36.299689,127.320273,기존,주거지,기존주거지
190,190,유성구,교촌동 제이파크,,유성구 교촌동 617,,36.304498,127.319022,기존,주거지,기존주거지
191,191,동구,인동 제2치수교,,동구 신흥동 212,,36.320318,127.445012,기존,주거지,기존주거지
192,192,중구,보문산5가,,중구 대사동 118-9,,36.31766,127.425547,기존,주거지,기존주거지
193,193,중구,석교동주민센터,,중구 석교동 12-7,,36.309881,127.442013,기존,주거지,기존주거지
194,194,중구,[공사중]호동우체국 건너편,,중구 호동 10-14,,36.305003,127.448883,기존,주거지,기존주거지
195,195,중구,한밭도서관,,중구 문화동 141,,36.311376,127.40931,기존,주거지,기존주거지
196,196,대덕구,대덕구 평생학습원,,대덕구 읍내동 324-5,,36.374104,127.420646,기존,주거지,기존주거지
197,197,서구,구 농도원4가,,서구 도마동 65-56,,36.320301,127.377546,기존,주거지,기존주거지
198,198,서구,도마4가,,서구 도마동 172-13,,36.313931,127.379351,기존,주거지,기존주거지
199,199,유성구,노은1주민센터,,유성구 노은동 546,,36.368251,127.318458,기존,주거지,기존주거지
200,200,유성구,지족역,,유성구 지족동 840-2,,36.383024,127.319104,기존,주거지,기존주거지
201,201,유성구,노은3주민센터,,유성구 지족동 1024-2,,36.386883,127.308405,기존,주거지,기존주거지
202,202,서구,도안초교,,서구 도안동 1364,,36.319752,127.346015,기존,주거지,기존주거지
203,203,유성구,죽동 금성백조,,유성구 죽동 108-4,,36.368904,127.336817,기존,주거지,기존주거지
204,204,동구,대별3가(낭월오투그란데앞),,동구 낭월동 215-2,,36.285162,127.46584,기존,주거지,기존주거지
205,205,동구,대성3가,,동구 대성동 200-4,,36.295263,127.460373,기존,주거지,기존주거지
206,206,동구,대전대후문,,동구 용운동 631,,36.334581,127.456799,기존,주거지,기존주거지
207,207,동구,가양초등학교,,동구 가양동 288-6,,36.343454,127.442686,기존,주거지,기존주거지
208,208,대덕구,회덕농협건너편,,대덕구 읍내동 573-4,,36.378736,127.427128,기존,주거지,기존주거지
209,209,대덕구,동부평생교육원,,대덕구 법동 440-1,,36.374253,127.428365,기존,주거지,기존주거지
210,210,대덕구,읍내동우편취급국,,대덕구 읍내 215-5,,36.377694,127.420874,기존,주거지,기존주거지
